concepto_turistico,total_nacional,comunidades_y_ciudades_autonomas,residencia_del_viajero,periodo,total
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2023-02-01,66000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2023-01-01,64000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2022-12-01,104000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2022-11-01,64000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2022-10-01,90000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2022-09-01,115000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2022-08-01,241000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2022-07-01,197000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2022-06-01,153000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2022-05-01,70000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2022-04-01,115000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2022-03-01,58000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2022-02-01,67000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2022-01-01,65000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2021-12-01,93000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2021-11-01,53000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2021-10-01,96000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2021-09-01,117000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2021-08-01,320000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2021-07-01,225000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2021-06-01,145000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2021-05-01,78000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2021-04-01,77000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2021-03-01,69000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2021-02-01,32000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2021-01-01,37000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2020-12-01,57000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2020-11-01,34000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2020-10-01,63000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2020-09-01,119000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2020-08-01,306000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2020-07-01,166000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2020-06-01,62000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2020-05-01,17000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2020-04-01,11000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2020-03-01,32000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2020-02-01,62000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2020-01-01,55000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2019-12-01,76000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2019-11-01,57000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2019-10-01,64000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2019-09-01,93000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2019-08-01,206000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2019-07-01,141000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2019-06-01,117000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2019-05-01,55000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2019-04-01,90000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2019-03-01,55000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2019-02-01,47000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2019-01-01,43000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2018-12-01,69000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2018-11-01,55000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2018-10-01,66000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2018-09-01,95000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2018-08-01,183000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2018-07-01,133000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2018-06-01,94000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2018-05-01,49000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2018-04-01,60000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2018-03-01,80000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2018-02-01,46000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en España,2018-01-01,43000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2023-09-01,
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2023-08-01,
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2023-07-01,
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2023-06-01,447000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2023-05-01,424000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2023-04-01,385000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2023-03-01,284000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2023-02-01,256000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2023-01-01,216000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2022-12-01,229000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2022-11-01,253000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2022-10-01,403000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2022-09-01,459000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2022-08-01,731000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2022-07-01,703000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2022-06-01,456000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2022-05-01,386000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2022-04-01,335000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2022-03-01,226000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2022-02-01,199000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2022-01-01,146000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2021-12-01,167000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2021-11-01,183000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2021-10-01,255000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2021-09-01,255000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2021-08-01,426000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2021-07-01,343000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2021-06-01,139000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2021-05-01,104000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2021-04-01,63000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2021-03-01,53000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2021-02-01,42000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2021-01-01,43000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2020-12-01,41000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2020-11-01,40000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2020-10-01,68000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2020-09-01,76000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2020-08-01,196000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2020-07-01,196000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2020-06-01,32000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2020-05-01,20000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2020-04-01,22000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2020-03-01,134000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2020-02-01,254000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2020-01-01,221000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2019-12-01,241000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2019-11-01,254000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2019-10-01,448000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2019-09-01,551000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2019-08-01,826000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2019-07-01,734000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2019-06-01,546000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2019-05-01,430000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2019-04-01,395000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2019-03-01,284000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2019-02-01,240000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2019-01-01,194000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2018-12-01,214000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2018-11-01,223000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2018-10-01,405000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2018-09-01,492000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2018-08-01,777000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2018-07-01,725000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2018-06-01,499000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2018-05-01,443000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2018-04-01,363000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2018-03-01,265000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2018-02-01,216000.0
Número de noches ocupadas,Total Nacional,09 Cataluña,Residentes en el Extranjero,2018-01-01,165000.0
Número de noches ocupadas,Total Nacional,10 Comunitat Valenciana,Total ,2023-09-01,
Número de noches ocupadas,Total Nacional,10 Comunitat Valenciana,Total ,2023-08-01,
Número de noches ocupadas,Total Nacional,10 Comunitat Valenciana,Total ,2023-07-01,
Número de noches ocupadas,Total Nacional,10 Comunitat Valenciana,Total ,2023-06-01,520000.0
Número de noches ocupadas,Total Nacional,10 Comunitat Valenciana,Total ,2023-05-01,410000.0
Número de noches ocupadas,Total Nacional,10 Comunitat Valenciana,Total ,2023-04-01,444000.0
Número de noches ocupadas,Total Nacional,10 Comunitat Valenciana,Total ,2023-03-01,307000.0
Número de noches ocupadas,Total Nacional,10 Comunitat Valenciana,Total ,2023-02-01,261000.0
Número de noches ocupadas,Total Nacional,10 Comunitat Valenciana,Total ,2023-01-01,249000.0
Número de noches ocupadas,Total Nacional,10 Comunitat Valenciana,Total ,2022-12-01,297000.0
Número de noches ocupadas,Total Nacional,10 Comunitat Valenciana,Total ,2022-11-01,267000.0
Número de noches ocupadas,Total Nacional,10 Comunitat Valenciana,Total ,2022-10-01,420000.0
Número de noches ocupadas,Total Nacional,10 Comunitat Valenciana,Total ,2022-09-01,551000.0
Número de noches ocupadas,Total Nacional,10 Comunitat Valenciana,Total ,2022-08-01,1002000.0
Número de noches ocupadas,Total Nacional,10 Comunitat Valenciana,Total ,2022-07-01,922000.0
Número de noches ocupadas,Total Nacional,10 Comunitat Valenciana,Total ,2022-06-01,565000.0
Número de noches ocupadas,Total Nacional,10 Comunitat Valenciana,Total ,2022-05-01,414000.0
Número de noches ocupadas,Total Nacional,10 Comunitat Valenciana,Total ,2022-04-01,418000.0
Número de noches ocupadas,Total Nacional,10 Comunitat Valenciana,Total ,2022-03-01,271000.0
Número de noches ocupadas,Total Nacional,10 Comunitat Valenciana,Total ,2022-02-01,230000.0
Número de noches ocupadas,Total Nacional,10 Comunitat Valenciana,Total ,2022-01-01,188000.0
Número de noches ocupadas,Total Nacional,10 Comunitat Valenciana,Total ,2021-12-01,220000.0
Número de noches ocupadas,Total Nacional,10 Comunitat Valenciana,Total ,2021-11-01,199000.0
Número de noches ocupadas,Total Nacional,10 Comunitat Valenciana,Total ,2021-10-01,325000.0
Número de noches ocupadas,Total Nacional,10 Comunitat Valenciana,Total ,2021-09-01,398000.0
Número de noches ocupadas,Total Nacional,10 Comunitat Valenciana,Total ,2021-08-01,810000.0
Número de noches ocupadas,Total Nacional,10 Comunitat Valenciana,Total ,2021-07-01,684000.0
Número de noches ocupadas,Total Nacional,10 Comunitat Valenciana,Total ,2021-06-01,314000.0
Número de noches ocupadas,Total Nacional,10 Comunitat Valenciana,Total ,2021-05-01,155000.0
Número de noches ocupadas,Total Nacional,10 Comunitat Valenciana,Total ,2021-04-01,108000.0
Número de noches ocupadas,Total Nacional,10 Comunitat Valenciana,Total ,2021-03-01,74000.0
Número de noches ocupadas,Total Nacional,10 Comunitat Valenciana,Total ,2021-02-01,48000.0
Número de noches ocupadas,Total Nacional,10 Comunitat Valenciana,Total ,2021-01-01,53000.0
Número de noches ocupadas,Total Nacional,10 Comunitat Valenciana,Total ,2020-12-01,71000.0
Número de noches ocupadas,Total Nacional,10 Comunitat Valenciana,Total ,2020-11-01,60000.0
Número de noches ocupadas,Total Nacional,10 Comunitat Valenciana,Total ,2020-10-01,122000.0
Número de noches ocupadas,Total Nacional,10 Comunitat Valenciana,Total ,2020-09-01,183000.0
Número de noches ocupadas,Total Nacional,10 Comunitat Valenciana,Total ,2020-08-01,606000.0
Número de noches ocupadas,Total Nacional,10 Comunitat Valenciana,Total ,2020-07-01,417000.0
Número de noches ocupadas,Total Nacional,10 Comunitat Valenciana,Total ,2020-06-01,77000.0
